description,category,amount,timestamp
Subscription,Health,159.98,2023-06-26 05:26:53
Gym membership,Fitness,79.32,2025-02-21 11:53:40
Flight ticket,Utilities,93.74,2024-12-15 22:13:19
Car repair,Travel,32.51,2022-06-07 20:12:13
Gas @ Chevron,Fitness,182.48,2023-11-19 14:53:37
Substack sub,Travel,162.13,2024-06-06 06:56:23
Electricity bill,Utilities,287.13,2023-07-02 02:20:10
Dinner at restaurant,Shopping,286.97,2023-10-21 19:53:20
Gas @ Chevron,Health,261.49,2023-08-21 19:36:00
Coffee,Food,67.03,2024-11-23 22:35:12
Electricity bill,Health,183.95,2024-03-07 03:56:42
Uber ride,Travel,202.93,2024-01-29 06:15:04
Gas @ Chevron,Entertainment,207.61,2022-11-11 09:15:17
Dinner at restaurant,Entertainment,87.52,2023-12-21 07:44:40
Flight ticket,Utilities,64.31,2022-12-06 08:47:30
Train ticket,Fitness,5.8,2022-11-23 04:38:37
Amazon,,172.89,2024-08-11 07:41:41
Airbnb stay,Food,273.66,2023-07-31 01:22:25
Concert ticket,Travel,70.85,2023-07-13 00:10:18
Train ticket,Food,297.39,2022-10-27 15:07:10
Car repair,Utilities,23.06,2022-12-21 13:17:34
Online course,Utilities,89.01,2023-03-25 22:15:41
Amazon,,237.82,2023-09-30 21:15:14
Groceries,Transportation,227.52,2024-10-30 12:46:38
Clothing purchase,Fitness,80.37,2022-08-02 14:16:00
Movie ticket,Transportation,220.63,2023-10-15 19:01:31
Dinner at restaurant,Utilities,74.75,2023-02-20 10:41:33
Concert ticket,Utilities,216.9,2023-07-31 14:23:36
Online course,Food,81.95,2024-08-13 14:17:05
Movie ticket,Fitness,179.62,2024-03-07 08:35:48
Flight ticket,Fitness,237.43,2023-03-02 10:38:38
Airbnb stay,Health,167.17,2024-09-27 07:55:54
Clothing purchase,Health,112.47,2022-05-19 20:55:35
Concert ticket,Entertainment,139.53,2024-11-23 02:38:40
Electricity bill,Fitness,66.31,2025-01-14 04:43:08
Clothing purchase,Fitness,83.88,2023-10-05 17:00:14
Gym membership,Fitness,86.94,2023-10-15 02:58:30
Gym membership,Utilities,191.76,2022-11-03 16:03:12
Pharmacy purchase,Health,46.02,2025-04-01 00:00:00
Substack sub,Fitness,218.34,2024-08-02 13:19:31
Online course,Travel,74.62,2025-03-24 21:14:53
Flight ticket,Travel,107.13,2022-07-16 06:19:16
Amazon,,27.68,2022-11-29 01:09:23
Movie ticket,Travel,268.29,2024-06-12 22:11:55
Uber ride,Entertainment,206.56,2023-02-17 23:58:33
Flight ticket,Fitness,11.51,2023-10-07 06:13:53
Electricity bill,Travel,116.82,2023-02-27 18:51:52
Dinner at restaurant,Food,161.19,2022-10-14 19:18:41
Substack sub,Shopping,293.46,2024-01-01 10:09:19
Airbnb stay,Utilities,245.18,2022-08-22 10:43:57
Pharmacy purchase,Food,206.55,2024-05-30 13:45:54
Gas @ Chevron,Health,279.41,2024-03-05 15:25:41
Car repair,Health,127.58,2023-04-02 05:26:41
Online course,Travel,265.78,2024-01-04 14:10:09
Gas @ Chevron,Utilities,63.51,2024-01-05 07:15:24
Substack sub,Travel,193.14,2025-01-28 21:39:44
Uber ride,Shopping,20.06,2025-03-02 03:29:31
Car repair,Transportation,131.18,2022-05-21 22:51:14
Subscription,Entertainment,79.38,2024-10-31 16:06:09
Dinner at restaurant,Travel,106.62,2023-10-04 17:27:05
Concert ticket,Transportation,229.87,2024-06-27 23:11:12
Electricity bill,Transportation,95.18,2024-11-18 14:32:39
Electricity bill,Food,214.87,2023-12-02 23:51:43
Train ticket,Travel,142.79,2025-02-08 07:19:26
Movie ticket,Travel,278.91,2024-07-05 18:47:08
Concert ticket,Entertainment,152.52,2022-08-17 03:19:38
Electricity bill,Health,208.11,2024-03-02 09:20:21
Coffee,Health,30.39,2023-11-21 03:45:47
Uber ride,Fitness,28.59,2023-04-02 13:53:57
Pharmacy purchase,Shopping,256.57,2022-11-29 07:40:59
Coffee,Travel,96.04,2024-08-30 08:04:58
Train ticket,Health,150.6,2023-06-17 06:02:59
Movie ticket,Fitness,152.8,2024-07-05 18:29:20
Dinner at restaurant,Utilities,29.57,2023-01-14 04:47:56
Concert ticket,Health,251.9,2025-01-20 18:36:51
Pharmacy purchase,Travel,77.94,2023-08-26 21:37:43
Movie ticket,Shopping,47.85,2022-06-08 06:01:58
Car repair,Health,145.76,2024-05-08 13:37:16
Airbnb stay,Utilities,85.33,2024-07-19 19:55:58
Coffee,Food,122.47,2022-04-29 15:51:22
Electricity bill,Transportation,189.49,2023-11-25 11:28:33
Pharmacy purchase,Fitness,94.45,2023-01-11 16:36:05
Uber ride,Food,168.46,2022-06-04 16:11:52
Online course,Health,154.51,2024-10-09 20:31:49
Online course,Food,115.47,2023-11-10 04:47:50
Gas @ Chevron,Shopping,222.88,2024-07-21 18:39:08
Airbnb stay,Transportation,196.11,2023-08-14 18:26:55
Gym membership,Transportation,219.75,2024-05-17 15:51:12
Groceries,Shopping,230.97,2022-05-30 15:45:51
Flight ticket,Utilities,265.34,2025-02-17 20:18:05
Car repair,Entertainment,151.29,2023-10-29 01:13:54
Uber ride,Entertainment,239.52,2023-06-25 18:10:33
Clothing purchase,Entertainment,151.02,2023-05-21 09:38:41
Concert ticket,Fitness,171.02,2023-06-28 13:11:15
Gym membership,Transportation,256.96,2025-01-25 03:14:02
Movie ticket,Fitness,97.66,2025-02-22 06:05:31
Electricity bill,Travel,266.38,2023-11-08 02:38:39
Flight ticket,Utilities,201.2,2023-11-13 19:10:20
Train ticket,Shopping,158.59,2022-08-21 12:42:21
Clothing purchase,Transportation,121.76,2025-03-07 16:13:06
Airbnb stay,Utilities,27.96,2024-08-28 05:56:03
Online course,Utilities,69.78,2022-06-20 14:03:56
Uber ride,Travel,282.96,2022-08-22 14:34:31
Concert ticket,Food,86.11,2024-04-06 05:04:09
Train ticket,Health,119.34,2023-01-12 04:50:14
Subscription,Entertainment,138.82,2024-02-21 03:18:28
Gym membership,Food,246.23,2023-03-22 19:40:39
Electricity bill,Transportation,144.16,2023-05-27 15:56:03
Coffee,Shopping,174.01,2022-10-16 22:32:39
Electricity bill,Food,172.19,2023-09-19 06:47:18
Train ticket,Health,238.28,2023-12-25 16:26:22
Electricity bill,Health,150.53,2022-05-26 22:19:40
Groceries,Food,250.48,2022-07-30 16:01:49
Subscription,Shopping,244.17,2023-10-11 08:12:24
Amazon,,276.61,2023-09-25 06:31:25
Coffee,Food,35.13,2022-05-07 06:51:03
Amazon,,14.26,2022-08-12 04:31:41
Movie ticket,Entertainment,142.9,2024-06-03 04:30:21
Train ticket,Travel,260.3,2025-03-02 20:16:35
Subscription,Travel,197.84,2023-04-21 22:18:26
Subscription,Shopping,56.37,2022-10-13 06:56:32
Amazon,,59.89,2024-10-10 13:20:47
Uber ride,Fitness,82.23,2024-03-17 15:51:47
Uber ride,Travel,227.55,2024-06-27 10:48:40
Airbnb stay,Shopping,196.37,2023-07-23 05:50:18
Train ticket,Utilities,162.21,2024-06-24 05:59:40
Subscription,Shopping,75.84,2022-05-01 15:56:51
Electricity bill,Travel,158.37,2023-05-05 18:59:05
Dinner at restaurant,Shopping,148.89,2022-05-13 22:12:40
Dinner at restaurant,Health,16.67,2024-02-07 10:03:24
Car repair,Travel,280.68,2023-10-08 21:35:50
Coffee,Food,273.49,2023-04-19 08:00:08
Online course,Fitness,75.06,2024-10-25 12:33:56
Online course,Entertainment,271.11,2024-04-16 13:59:55
Clothing purchase,Health,29.66,2022-06-01 07:43:31
Uber ride,Health,205.47,2024-04-13 07:50:07
Electricity bill,Travel,184.67,2022-07-02 12:12:21
Gym membership,Transportation,39.23,2023-01-02 06:37:49
Gas @ Chevron,Utilities,297.02,2024-06-15 02:52:24
Clothing purchase,Entertainment,51.69,2024-11-28 07:31:14
Electricity bill,Fitness,275.46,2023-09-09 14:14:51
Dinner at restaurant,Shopping,93.62,2023-01-20 03:52:06
Online course,Transportation,219.55,2024-09-11 21:36:49
Coffee,Shopping,181.18,2023-07-02 16:32:16
Amazon,,87.59,2023-02-07 08:57:26
Coffee,Utilities,98.63,2024-02-05 03:19:23
Subscription,Utilities,8.89,2023-12-19 15:51:10
Flight ticket,Utilities,127.87,2022-05-16 20:45:16
Electricity bill,Transportation,159.85,2024-09-12 17:19:03
Dinner at restaurant,Transportation,90.3,2024-01-19 16:08:50
Substack sub,Health,134.23,2025-03-15 16:16:54
Uber ride,Transportation,136.83,2022-08-02 00:30:40
Subscription,Utilities,11.3,2022-12-29 21:44:46
Dinner at restaurant,Travel,209.26,2025-02-20 06:55:09
Flight ticket,Fitness,19.29,2023-05-19 05:36:51
Dinner at restaurant,Food,236.45,2023-06-03 23:02:58
Online course,Entertainment,292.81,2023-01-11 11:47:31
Subscription,Food,11.74,2023-09-13 21:03:45
Uber ride,Utilities,61.23,2022-12-19 19:07:05
Pharmacy purchase,Fitness,15.06,2022-06-08 20:27:18
Coffee,Health,75.91,2024-12-25 08:53:00
Movie ticket,Health,73.58,2024-06-24 23:09:07
Gym membership,Fitness,76.02,2022-10-30 09:09:36
Movie ticket,Fitness,118.2,2025-01-10 10:11:02
Pharmacy purchase,Transportation,227.35,2024-09-05 00:18:51
Amazon,,180.38,2024-04-16 06:46:58
Dinner at restaurant,Transportation,285.46,2023-08-29 00:52:50
Flight ticket,Travel,74.6,2023-11-18 13:15:19
Gas @ Chevron,Transportation,10.58,2022-12-04 02:08:32
Flight ticket,Health,207.77,2022-08-27 14:35:55
Car repair,Utilities,96.13,2023-11-18 17:31:22
Electricity bill,Utilities,44.25,2022-08-10 12:30:04
Online course,Health,12.04,2024-05-02 22:33:24
Substack sub,Transportation,183.07,2024-02-17 02:47:14
Amazon,,249.2,2025-01-11 00:39:00
Concert ticket,Travel,174.32,2024-09-30 10:59:56
Groceries,Food,45.23,2024-04-26 09:46:24
Groceries,Health,297.76,2022-07-28 05:01:42
Coffee,Utilities,203.66,2024-12-19 15:15:41
Gas @ Chevron,Shopping,151.52,2024-10-15 05:09:08
Concert ticket,Health,13.81,2023-02-09 01:02:33
Clothing purchase,Utilities,56.21,2023-01-30 12:14:32
Airbnb stay,Utilities,56.74,2023-11-15 15:37:05
Gym membership,Health,262.04,2022-05-01 18:37:31
Substack sub,Health,17.78,2022-06-27 16:25:40
Dinner at restaurant,Health,99.91,2024-07-12 04:21:32
Train ticket,Health,136.5,2024-11-29 07:00:01
Clothing purchase,Fitness,129.56,2023-07-26 10:49:06
Uber ride,Shopping,154.56,2022-07-31 15:54:24
Electricity bill,Shopping,203.32,2025-02-22 22:29:57
Groceries,Fitness,180.69,2023-03-28 07:29:44
Electricity bill,Travel,17.5,2023-08-23 12:17:48
Substack sub,Utilities,160.59,2024-09-17 13:33:26
Substack sub,Entertainment,35.4,2024-11-13 20:50:52
Groceries,Health,13.87,2023-09-13 23:07:51
Groceries,Entertainment,280.88,2024-04-28 18:19:27
Train ticket,Food,275.17,2023-12-23 13:16:05
Car repair,Food,10.42,2025-03-31 05:58:47
Car repair,Travel,254.19,2025-01-19 19:59:00
Groceries,Health,21.67,2024-03-15 03:50:41
Gym membership,Utilities,258.6,2022-07-18 16:09:39
Gas @ Chevron,Transportation,86.44,2022-06-16 02:20:43
Subscription,Transportation,4.8,2024-04-13 15:13:08
Amazon,,215.94,2024-09-26 20:37:53
Pharmacy purchase,Food,203.58,2023-03-31 23:38:40
Uber ride,Entertainment,130.96,2022-11-09 01:04:29
Flight ticket,Fitness,11.09,2024-10-29 09:47:16
Car repair,Health,246.72,2023-03-26 22:19:56
Clothing purchase,Food,297.88,2023-06-26 16:56:04
Clothing purchase,Food,271.15,2023-01-08 18:19:01
Movie ticket,Health,297.05,2023-04-23 20:39:42
Coffee,Utilities,3.46,2022-09-29 08:10:53
Amazon,,23.4,2023-08-31 01:30:25
Electricity bill,Health,44.95,2023-12-08 13:29:38
Concert ticket,Food,155.43,2023-04-16 05:21:42
Electricity bill,Travel,104.59,2024-07-30 05:15:00
Train ticket,Shopping,193.59,2023-04-03 22:48:43
Subscription,Transportation,149.31,2024-05-15 01:41:51
Dinner at restaurant,Shopping,255.52,2023-07-08 13:51:23
Substack sub,Food,39.11,2023-10-22 16:54:32
Clothing purchase,Shopping,121.0,2022-07-18 19:06:02
Pharmacy purchase,Utilities,4.96,2024-03-17 23:47:09
Amazon,,298.91,2023-06-27 09:09:14
Dinner at restaurant,Travel,204.26,2024-02-24 11:22:23
Groceries,Food,205.84,2024-04-15 01:21:14
Gas @ Chevron,Utilities,170.52,2023-08-23 16:57:48
Dinner at restaurant,Fitness,43.66,2024-11-21 15:38:23
Electricity bill,Food,6.12,2024-12-18 20:01:19
Pharmacy purchase,Food,35.11,2023-08-06 03:40:08
Gas @ Chevron,Travel,102.16,2025-04-07 22:38:13
Gas @ Chevron,Health,287.32,2023-09-04 17:45:45
Uber ride,Travel,163.03,2024-02-18 04:45:17
Train ticket,Transportation,130.86,2023-06-07 07:05:27
Gas @ Chevron,Utilities,90.9,2022-10-28 10:06:44
Movie ticket,Utilities,65.66,2022-10-01 04:38:53
Train ticket,Shopping,194.52,2023-01-11 06:05:07
Gym membership,Health,190.94,2022-08-20 01:28:20
Amazon,,3.05,2022-06-25 14:47:49
Clothing purchase,Travel,140.22,2023-08-12 08:26:20
Electricity bill,Travel,168.87,2022-04-18 07:25:31
Online course,Fitness,8.72,2025-01-07 02:33:25
Car repair,Fitness,118.49,2023-04-27 07:33:31
Concert ticket,Transportation,167.72,2024-10-23 19:53:08
Flight ticket,Travel,113.83,2023-05-25 19:38:43
Dinner at restaurant,Shopping,14.31,2023-04-24 21:03:36
Amazon,,20.13,2023-01-19 11:49:51
Movie ticket,Utilities,226.67,2024-04-19 04:49:08
Concert ticket,Food,278.49,2023-02-04 22:44:55
Electricity bill,Transportation,89.37,2024-02-21 05:07:41
Gas @ Chevron,Travel,66.02,2023-03-13 01:55:07
Online course,Entertainment,109.38,2022-08-29 03:07:07
Clothing purchase,Travel,273.03,2023-07-27 03:53:09
Flight ticket,Fitness,294.21,2024-08-30 12:56:27
Subscription,Utilities,152.82,2023-07-07 10:04:35
Gym membership,Utilities,128.73,2022-06-24 15:36:10
Coffee,Shopping,63.12,2024-07-25 13:20:58
Online course,Food,104.41,2024-04-19 11:30:11
Gas @ Chevron,Entertainment,20.35,2023-05-04 21:56:49
Subscription,Fitness,130.82,2024-07-28 06:08:04
Train ticket,Utilities,88.89,2022-08-23 22:22:58
Movie ticket,Fitness,145.32,2024-03-27 06:24:47
Flight ticket,Fitness,89.1,2022-09-30 13:55:40
Coffee,Travel,145.49,2023-07-02 00:26:07
Train ticket,Health,125.39,2024-10-01 23:37:05
Airbnb stay,Health,229.42,2024-12-17 17:54:16
Movie ticket,Transportation,134.92,2024-11-08 18:52:49
Concert ticket,Entertainment,55.45,2022-08-20 17:17:37
Dinner at restaurant,Food,100.23,2025-03-27 09:58:57
Concert ticket,Shopping,261.94,2023-02-08 19:45:53
Gym membership,Shopping,133.6,2024-05-20 14:25:40
Subscription,Travel,278.0,2024-07-15 19:16:54
Dinner at restaurant,Health,3.37,2022-05-25 06:19:21
Electricity bill,Entertainment,128.51,2023-10-30 04:00:06
Concert ticket,Health,8.72,2023-09-03 18:41:02
Flight ticket,Entertainment,191.3,2025-01-27 09:21:17
Electricity bill,Entertainment,283.22,2024-12-09 21:28:03
Airbnb stay,Transportation,139.78,2024-06-24 05:29:02
Groceries,Entertainment,147.4,2023-04-10 14:07:29
Coffee,Health,187.66,2023-10-28 01:06:01
Uber ride,Shopping,35.36,2024-07-08 13:17:56
Online course,Fitness,97.87,2022-11-26 10:34:18
Dinner at restaurant,Food,158.04,2023-12-14 18:55:55
Train ticket,Health,22.01,2024-08-29 15:32:06
Gas @ Chevron,Utilities,298.83,2024-04-18 16:21:03
Subscription,Transportation,254.79,2024-06-07 22:28:42
Online course,Fitness,127.23,2023-09-20 00:45:03
Amazon,,268.9,2024-11-13 23:54:46
Airbnb stay,Transportation,55.35,2024-08-12 10:31:06
Movie ticket,Health,130.13,2023-04-20 14:47:15
Amazon,,161.65,2025-01-18 16:53:31
Gym membership,Entertainment,194.91,2024-10-23 22:12:35
Flight ticket,Utilities,200.75,2022-11-09 21:24:29
Coffee,Transportation,209.91,2024-05-07 13:44:44
Airbnb stay,Fitness,259.61,2024-12-02 11:20:54
Uber ride,Fitness,237.33,2023-11-06 06:35:37
Dinner at restaurant,Fitness,20.75,2024-09-13 00:29:44
Pharmacy purchase,Entertainment,43.33,2023-12-04 04:00:14
Concert ticket,Travel,67.84,2024-06-07 18:15:45
Airbnb stay,Travel,105.64,2023-09-22 17:50:00
Dinner at restaurant,Shopping,94.71,2023-09-30 18:31:47
Subscription,Entertainment,150.81,2024-10-14 03:29:13
Clothing purchase,Health,49.54,2022-09-27 03:41:59
Airbnb stay,Utilities,241.3,2024-11-01 01:41:14
Pharmacy purchase,Fitness,262.64,2023-12-29 08:19:33
Train ticket,Shopping,65.06,2024-04-14 14:14:01
Pharmacy purchase,Travel,296.22,2023-02-24 16:14:44
Uber ride,Shopping,213.55,2022-08-06 12:19:12
Coffee,Travel,255.08,2024-04-04 05:56:31
Flight ticket,Fitness,283.73,2023-06-21 17:09:35
Online course,Transportation,154.08,2024-05-11 11:22:12
Movie ticket,Entertainment,126.69,2024-01-17 18:15:41
Online course,Transportation,136.8,2023-07-09 22:13:57
Gas @ Chevron,Health,103.68,2023-08-28 00:51:29
Flight ticket,Utilities,294.45,2023-12-09 21:22:03
Movie ticket,Travel,217.2,2024-03-26 17:31:36
Pharmacy purchase,Entertainment,262.14,2024-08-04 18:15:36
Substack sub,Travel,151.95,2024-07-13 13:34:46
Gym membership,Food,297.82,2023-11-12 17:47:52
Train ticket,Food,193.62,2024-10-07 07:18:56
Uber ride,Fitness,80.94,2022-09-02 13:30:40
Train ticket,Health,254.99,2024-11-08 01:41:55
Amazon,,230.71,2023-02-13 03:36:32
Substack sub,Travel,22.35,2024-06-28 17:38:35
Coffee,Transportation,33.06,2022-06-08 23:00:21
Train ticket,Utilities,176.13,2024-05-31 21:26:27
Gas @ Chevron,Health,203.3,2022-10-10 01:50:48
Dinner at restaurant,Food,69.43,2023-08-19 12:34:52
Coffee,Shopping,13.42,2023-01-07 21:52:26
Electricity bill,Fitness,13.3,2024-05-30 20:05:01
Clothing purchase,Health,16.96,2023-07-17 08:01:44
Amazon,,99.38,2025-03-04 14:17:17
Subscription,Entertainment,115.01,2022-07-29 05:48:09
Dinner at restaurant,Food,215.86,2024-03-18 16:45:57
Electricity bill,Travel,97.77,2023-06-11 08:32:58
Substack sub,Transportation,282.19,2024-11-05 00:39:21
Amazon,,167.02,2025-01-14 11:08:05
Groceries,Utilities,248.3,2024-10-08 04:02:49
Substack sub,Travel,63.58,2022-12-24 04:49:54
Airbnb stay,Transportation,118.07,2022-05-30 11:29:47
Coffee,Food,38.91,2023-07-18 04:36:15
Train ticket,Transportation,221.96,2024-01-31 11:35:59
Uber ride,Health,127.19,2023-03-11 18:16:06
Movie ticket,Entertainment,162.03,2022-04-14 12:14:22
Car repair,Fitness,134.74,2023-06-04 09:59:31
Train ticket,Transportation,194.58,2023-01-16 12:52:27
Gas @ Chevron,Travel,171.08,2024-03-08 15:48:53
Groceries,Travel,102.73,2022-06-11 02:54:57
Gym membership,Utilities,184.94,2023-09-12 00:59:26
Airbnb stay,Travel,76.95,2023-08-22 04:33:52
Online course,Food,26.31,2022-10-20 13:42:52
Train ticket,Travel,228.01,2024-05-31 16:04:44
Subscription,Travel,167.98,2024-02-28 18:51:12
Car repair,Travel,92.33,2024-07-26 06:40:53
Car repair,Utilities,218.33,2024-01-10 19:58:42
Pharmacy purchase,Fitness,144.59,2022-11-19 13:11:40
Groceries,Travel,234.53,2022-09-15 20:56:49
Gas @ Chevron,Fitness,102.5,2023-11-21 07:36:55
Electricity bill,Food,175.45,2023-09-29 08:45:47
Substack sub,Shopping,219.15,2024-10-16 18:01:55
Subscription,Food,3.87,2024-03-26 07:07:53
Gym membership,Travel,199.04,2022-06-28 10:17:53
Coffee,Transportation,7.76,2022-09-19 14:03:47
Electricity bill,Fitness,293.84,2023-10-26 14:48:53
Coffee,Health,192.09,2024-07-17 11:01:32
Amazon,,260.82,2024-08-28 02:48:22
Electricity bill,Travel,155.97,2022-06-23 17:51:04
Substack sub,Utilities,20.06,2022-06-29 22:53:46
Flight ticket,Fitness,269.67,2022-05-31 12:21:38
Electricity bill,Travel,123.02,2023-06-10 16:44:20
Concert ticket,Travel,138.98,2023-08-15 23:17:30
Gas @ Chevron,Transportation,17.62,2023-08-26 16:53:17
Coffee,Transportation,72.5,2023-05-12 01:50:50
Groceries,Fitness,125.2,2024-03-02 11:38:51
Train ticket,Health,167.9,2023-06-22 17:36:02
Airbnb stay,Food,75.18,2024-10-22 23:27:52
Gas @ Chevron,Entertainment,166.46,2023-11-28 14:56:52
Concert ticket,Utilities,212.39,2022-06-10 17:39:24
Car repair,Fitness,268.03,2022-06-26 10:45:38
Coffee,Utilities,206.23,2024-09-29 20:21:44
Uber ride,Fitness,171.46,2023-04-04 06:45:25
Pharmacy purchase,Entertainment,236.26,2022-12-20 17:55:30
Flight ticket,Health,75.23,2023-02-24 00:54:16
Groceries,Health,239.74,2022-05-04 08:36:28
Movie ticket,Shopping,149.72,2022-08-10 03:59:21
Clothing purchase,Fitness,193.87,2025-03-12 20:21:06
Online course,Entertainment,166.04,2024-05-16 06:02:28
Electricity bill,Health,168.68,2022-09-08 16:07:43
Electricity bill,Utilities,145.54,2022-10-12 19:38:44
Gas @ Chevron,Fitness,255.09,2024-11-16 17:44:15
Groceries,Food,44.43,2023-01-03 22:22:10
Electricity bill,Entertainment,142.99,2024-12-11 21:38:24
Movie ticket,Utilities,143.2,2023-07-30 16:29:57
Amazon,,146.56,2025-03-17 08:42:57
Amazon,,164.73,2024-02-25 17:11:14
Gym membership,Shopping,177.37,2024-04-05 16:04:37
Gas @ Chevron,Health,152.58,2022-08-12 18:48:17
Concert ticket,Utilities,164.71,2022-12-09 19:38:20
Amazon,,208.47,2023-11-14 21:25:06
Movie ticket,Travel,262.15,2023-07-28 10:53:04
Amazon,,96.09,2024-11-21 18:26:18
Pharmacy purchase,Health,218.58,2024-07-06 02:56:29
Amazon,,117.39,2022-05-01 07:31:52
Pharmacy purchase,Food,154.67,2024-09-18 04:07:45
Amazon,,119.66,2022-07-20 02:58:09
Online course,Food,255.69,2022-04-25 17:01:19
Airbnb stay,Entertainment,26.6,2022-06-05 08:10:15
